Div,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
AUT1,Tipico Bundesliga,2019/2020,2019-07-26,19:45,Rapid Vienna,Salzburg,0,2,A,3.92,3.95,1.9,4.02,3.95,2.0,3.73,3.73,1.88
AUT1,Tipico Bundesliga,2019/2020,2019-07-27,16:00,Admira,Wolfsberger AC,0,3,A,3.99,3.96,1.88,4.2,3.96,2.0,3.86,3.6,1.88
AUT1,Tipico Bundesliga,2019/2020,2019-07-27,16:00,Tirol,Austria Vienna,3,1,H,3.91,3.71,1.97,4.0,3.71,2.1,3.68,3.52,1.95
AUT1,Tipico Bundesliga,2019/2020,2019-07-28,16:00,LASK,Altach,2,0,H,1.52,4.35,6.58,1.55,4.35,6.58,1.5,4.15,6.14
AUT1,Tipico Bundesliga,2019/2020,2019-07-28,16:00,Mattersburg,Hartberg,2,1,H,1.92,3.91,3.89,1.95,3.91,3.9,1.88,3.68,3.76
AUT1,Tipico Bundesliga,2019/2020,2019-07-28,16:00,Sturm Graz,St. Polten,3,0,H,1.71,3.91,5.04,1.76,3.91,5.75,1.69,3.72,4.76
AUT1,Tipico Bundesliga,2019/2020,2019-08-03,16:00,Altach,Tirol,3,2,H,1.81,3.91,4.39,2.05,3.95,4.39,1.83,3.62,4.01
AUT1,Tipico Bundesliga,2019/2020,2019-08-03,16:00,Austria Vienna,LASK,0,3,A,4.05,3.95,1.87,4.1,3.95,2.15,3.74,3.64,1.9
AUT1,Tipico Bundesliga,2019/2020,2019-08-03,16:00,Hartberg,Admira,4,1,H,2.22,3.58,3.27,2.25,3.7,3.27,2.18,3.49,3.08
AUT1,Tipico Bundesliga,2019/2020,2019-08-04,16:00,Wolfsberger AC,Sturm Graz,0,1,A,2.28,3.62,3.12,2.38,3.65,3.25,2.24,3.43,2.99
AUT1,Tipico Bundesliga,2019/2020,2019-08-04,16:00,Salzburg,Mattersburg,4,1,H,1.14,9.25,18.97,1.2,9.4,23.0,1.13,8.02,17.48
AUT1,Tipico Bundesliga,2019/2020,2019-08-04,16:00,St. Polten,Rapid Vienna,2,2,D,5.75,4.71,1.53,6.0,4.71,1.56,5.56,4.43,1.5
AUT1,Tipico Bundesliga,2019/2020,2019-08-10,16:00,Admira,LASK,0,1,A,6.14,4.63,1.51,7.0,4.67,1.52,6.08,4.33,1.48
AUT1,Tipico Bundesliga,2019/2020,2019-08-10,16:00,Rapid Vienna,Altach,2,1,H,1.62,4.27,5.32,1.64,4.3,5.5,1.59,4.12,5.0
AUT1,Tipico Bundesliga,2019/2020,2019-08-10,16:00,Salzburg,Wolfsberger AC,5,2,H,1.28,5.99,10.31,1.33,6.0,10.5,1.28,5.5,9.17
AUT1,Tipico Bundesliga,2019/2020,2019-08-11,16:00,Hartberg,Sturm Graz,1,0,H,3.94,4.22,1.83,4.33,4.22,1.85,3.86,3.87,1.81
AUT1,Tipico Bundesliga,2019/2020,2019-08-11,16:00,Mattersburg,Austria Vienna,1,5,A,2.74,3.49,2.61,2.76,3.5,2.71,2.65,3.32,2.55
AUT1,Tipico Bundesliga,2019/2020,2019-08-11,16:00,Tirol,St. Polten,1,1,D,2.06,3.86,3.45,2.08,3.86,3.55,2.03,3.59,3.34
AUT1,Tipico Bundesliga,2019/2020,2019-08-17,16:00,Wolfsberger AC,Mattersburg,5,0,H,1.4,5.12,7.73,1.43,5.12,8.4,1.37,4.76,7.35
AUT1,Tipico Bundesliga,2019/2020,2019-08-17,16:00,LASK,Tirol,1,1,D,1.48,4.67,6.62,1.5,4.77,7.5,1.43,4.5,6.66
AUT1,Tipico Bundesliga,2019/2020,2019-08-17,16:00,St. Polten,Salzburg,0,6,A,15.85,8.92,1.16,21.0,9.0,1.17,15.62,7.83,1.14
AUT1,Tipico Bundesliga,2019/2020,2019-08-18,16:00,Altach,Hartberg,3,3,D,1.54,4.65,5.74,1.6,4.65,6.0,1.53,4.27,5.41
AUT1,Tipico Bundesliga,2019/2020,2019-08-18,16:00,Austria Vienna,Admira,1,1,D,1.72,3.86,5.04,1.75,4.1,5.04,1.69,3.81,4.62
AUT1,Tipico Bundesliga,2019/2020,2019-08-18,16:00,Sturm Graz,Rapid Vienna,0,1,A,2.75,3.63,2.53,2.76,3.63,2.6,2.66,3.42,2.48
AUT1,Tipico Bundesliga,2019/2020,2019-08-24,16:00,Wolfsberger AC,Altach,5,2,H,1.78,4.08,4.36,1.87,4.08,4.4,1.77,3.83,4.09
AUT1,Tipico Bundesliga,2019/2020,2019-08-24,16:00,Mattersburg,St. Polten,0,1,A,2.27,3.54,3.21,2.45,3.7,3.21,2.25,3.45,2.97
AUT1,Tipico Bundesliga,2019/2020,2019-08-24,16:00,Rapid Vienna,LASK,1,2,A,2.4,3.6,2.94,2.46,3.7,4.0,2.36,3.38,2.86
AUT1,Tipico Bundesliga,2019/2020,2019-08-25,16:00,Hartberg,Austria Vienna,2,2,D,3.1,3.84,2.21,3.2,3.85,2.3,2.96,3.64,2.18
AUT1,Tipico Bundesliga,2019/2020,2019-08-25,16:00,Salzburg,Admira,5,0,H,1.05,16.19,50.37,1.07,14.5,50.0,1.05,12.34,29.69
AUT1,Tipico Bundesliga,2019/2020,2019-08-25,16:00,Sturm Graz,Tirol,2,0,H,1.68,4.06,5.07,1.75,4.06,5.1,1.68,3.78,4.71
AUT1,Tipico Bundesliga,2019/2020,2019-08-31,16:00,Admira,Mattersburg,1,3,A,2.33,3.64,3.02,2.33,3.64,3.14,2.23,3.46,3.01
AUT1,Tipico Bundesliga,2019/2020,2019-08-31,16:00,LASK,Wolfsberger AC,0,1,A,1.93,3.79,3.96,2.0,3.79,4.05,1.9,3.58,3.8
AUT1,Tipico Bundesliga,2019/2020,2019-08-31,16:00,Tirol,Salzburg,1,5,A,13.55,8.23,1.15,40.0,12.0,1.2,13.97,8.24,1.15
AUT1,Tipico Bundesliga,2019/2020,2019-09-01,16:00,Altach,Sturm Graz,1,2,A,2.83,3.4,2.58,3.0,3.46,2.65,2.75,3.29,2.48
AUT1,Tipico Bundesliga,2019/2020,2019-09-01,16:00,Austria Vienna,Rapid Vienna,1,3,A,2.77,4.02,2.35,2.9,4.02,2.5,2.73,3.71,2.31
AUT1,Tipico Bundesliga,2019/2020,2019-09-01,16:00,St. Polten,Hartberg,1,3,A,2.28,3.74,3.04,2.31,3.76,3.3,2.21,3.56,2.97
AUT1,Tipico Bundesliga,2019/2020,2019-09-14,16:00,Mattersburg,Tirol,0,2,A,2.29,3.75,3.02,2.31,3.75,3.25,2.24,3.53,2.93
AUT1,Tipico Bundesliga,2019/2020,2019-09-14,16:00,Salzburg,Hartberg,7,2,H,1.05,17.98,24.72,1.07,18.04,34.0,1.05,12.97,24.8
AUT1,Tipico Bundesliga,2019/2020,2019-09-14,16:00,Sturm Graz,LASK,0,2,A,3.49,3.63,2.11,3.75,3.63,2.13,3.38,3.44,2.06
