Div,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
CHN1,Super League,2018,2018-03-02,11:35,Guangzhou Evergrande,Guangzhou R&F,4,5,A,1.69,4.33,4.73,1.72,4.64,5.25,1.64,4.14,4.54
CHN1,Super League,2018,2018-03-02,11:35,Henan Jianye,Tianjin Quanjian,0,4,A,3.53,3.36,2.21,4.33,3.55,2.21,3.47,3.28,2.07
CHN1,Super League,2018,2018-03-02,11:35,Shanghai Shenhua,Changchun Yatai,1,1,D,2.21,3.51,3.37,2.27,3.58,3.37,2.16,3.35,3.17
CHN1,Super League,2018,2018-03-03,07:30,Chongqing Lifan,Beijing Renhe,1,0,H,2.44,3.24,3.16,2.44,3.3,3.5,2.3,3.13,3.11
CHN1,Super League,2018,2018-03-03,11:35,Shanghai SIPG,Dalian Yifang F.C.,8,0,H,1.33,5.6,9.78,1.36,5.8,10.0,1.31,5.28,8.19
CHN1,Super League,2018,2018-03-03,11:35,Tianjin Teda,Hebei,1,1,D,3.44,3.46,2.2,3.8,3.46,2.3,3.28,3.31,2.14
CHN1,Super League,2018,2018-03-04,07:30,Guizhou Zhicheng,Jiangsu Suning,1,3,A,2.15,3.49,3.54,2.26,3.5,3.54,2.13,3.27,3.26
CHN1,Super League,2018,2018-03-04,11:35,Shandong Luneng,Beijing Guoan,3,0,H,2.3,3.51,3.16,2.31,3.51,3.4,2.17,3.33,3.16
CHN1,Super League,2018,2018-03-09,11:35,Guangzhou Evergrande,Changchun Yatai,5,0,H,1.51,4.48,6.81,1.52,5.15,9.0,1.45,4.47,6.3
CHN1,Super League,2018,2018-03-10,07:30,Tianjin Quanjian,Beijing Renhe,1,2,A,1.62,4.06,5.87,1.66,4.22,6.0,1.59,3.82,5.32
CHN1,Super League,2018,2018-03-10,11:35,Guangzhou R&F,Dalian Yifang F.C.,2,0,H,1.4,5.44,7.24,1.41,6.0,8.25,1.36,5.14,6.91
CHN1,Super League,2018,2018-03-10,11:35,Shandong Luneng,Chongqing Lifan,2,0,H,1.5,4.43,7.03,1.54,4.43,7.5,1.47,4.2,6.27
CHN1,Super League,2018,2018-03-10,11:35,Shanghai Shenhua,Shanghai SIPG,0,2,A,5.38,4.75,1.56,5.6,4.8,1.6,4.97,4.39,1.54
CHN1,Super League,2018,2018-03-11,07:30,Guizhou Zhicheng,Hebei,2,3,A,3.39,3.61,2.16,3.46,3.61,2.38,3.17,3.4,2.14
CHN1,Super League,2018,2018-03-11,11:35,Henan Jianye,Tianjin Teda,1,0,H,2.55,3.17,3.06,2.57,3.39,3.2,2.43,3.12,2.89
CHN1,Super League,2018,2018-03-11,11:35,Jiangsu Suning,Beijing Guoan,1,2,A,2.42,3.37,3.07,2.44,3.45,3.32,2.28,3.26,3.0
CHN1,Super League,2018,2018-03-16,11:35,Dalian Yifang F.C.,Beijing Guoan,0,3,A,2.99,3.46,2.43,3.94,3.78,2.47,2.92,3.36,2.29
CHN1,Super League,2018,2018-03-17,07:30,Hebei,Shandong Luneng,1,2,A,2.36,3.5,3.07,2.44,3.6,3.25,2.31,3.37,2.9
CHN1,Super League,2018,2018-03-17,11:35,Chongqing Lifan,Jiangsu Suning,4,1,H,3.02,3.37,2.46,3.1,3.43,2.46,2.92,3.27,2.34
CHN1,Super League,2018,2018-03-18,07:30,Changchun Yatai,Beijing Renhe,1,1,D,2.16,3.28,3.74,2.18,3.4,3.9,2.07,3.23,3.51
CHN1,Super League,2018,2018-03-18,07:30,Guangzhou R&F,Shanghai SIPG,2,5,A,3.07,4.1,2.15,3.22,4.24,2.17,2.95,3.9,2.08
CHN1,Super League,2018,2018-03-18,11:35,Guangzhou Evergrande,Henan Jianye,1,0,H,1.26,6.56,11.5,1.27,7.1,13.0,1.21,6.27,10.96
CHN1,Super League,2018,2018-03-18,11:35,Guizhou Zhicheng,Shanghai Shenhua,0,1,A,2.26,3.59,3.18,2.33,3.64,3.58,2.14,3.42,3.17
CHN1,Super League,2018,2018-03-18,11:35,Tianjin Teda,Tianjin Quanjian,3,2,H,4.09,3.77,1.9,4.12,3.8,1.96,3.84,3.57,1.87
CHN1,Super League,2018,2018-03-30,12:35,Shanghai SIPG,Chongqing Lifan,2,1,H,1.2,7.53,14.64,1.22,7.53,15.5,1.19,6.85,11.83
CHN1,Super League,2018,2018-03-30,12:35,Tianjin Quanjian,Guangzhou Evergrande,0,1,A,3.23,4.13,2.07,3.4,4.13,2.1,3.16,3.82,2.01
CHN1,Super League,2018,2018-03-31,08:30,Changchun Yatai,Guangzhou R&F,1,2,A,2.5,3.87,2.65,2.76,3.95,2.75,2.45,3.64,2.54
CHN1,Super League,2018,2018-03-31,12:35,Beijing Guoan,Beijing Renhe,4,0,H,1.74,3.93,4.88,1.78,3.95,5.2,1.72,3.7,4.57
CHN1,Super League,2018,2018-03-31,12:35,Henan Jianye,Dalian Yifang F.C.,1,1,D,2.22,3.35,3.49,2.27,3.39,3.54,2.18,3.23,3.28
CHN1,Super League,2018,2018-03-31,12:35,Shanghai Shenhua,Hebei,4,2,H,3.04,3.36,2.45,3.2,3.43,2.52,2.96,3.28,2.31
CHN1,Super League,2018,2018-04-01,08:30,Shandong Luneng,Guizhou Zhicheng,0,2,A,1.36,5.18,9.35,1.43,5.25,9.35,1.34,4.89,7.91
CHN1,Super League,2018,2018-04-01,12:35,Jiangsu Suning,Tianjin Teda,2,1,H,1.99,3.51,4.04,2.12,3.75,4.5,1.96,3.44,3.61
CHN1,Super League,2018,2018-04-06,12:35,Beijing Guoan,Tianjin Teda,1,1,D,1.47,4.57,7.5,1.5,4.8,7.7,1.44,4.42,6.59
CHN1,Super League,2018,2018-04-06,12:35,Guangzhou R&F,Jiangsu Suning,0,2,A,1.81,4.25,4.08,1.86,4.37,4.68,1.76,4.1,3.79
CHN1,Super League,2018,2018-04-07,08:30,Dalian Yifang F.C.,Chongqing Lifan,2,2,D,2.56,3.44,2.82,2.74,3.51,2.85,2.49,3.33,2.68
CHN1,Super League,2018,2018-04-07,12:35,Hebei,Changchun Yatai,2,1,H,1.61,4.28,5.59,1.69,4.46,5.75,1.61,3.94,4.98
CHN1,Super League,2018,2018-04-08,08:30,Beijing Renhe,Shanghai Shenhua,0,2,A,2.34,3.4,3.19,2.38,3.52,3.2,2.28,3.33,2.96
CHN1,Super League,2018,2018-04-08,12:35,Guangzhou Evergrande,Shandong Luneng,1,0,H,1.67,4.11,5.24,1.77,4.12,5.25,1.67,3.88,4.6
CHN1,Super League,2018,2018-04-08,12:35,Guizhou Zhicheng,Tianjin Quanjian,0,1,A,3.09,3.59,2.31,3.26,3.65,2.41,2.94,3.45,2.23
CHN1,Super League,2018,2018-04-08,12:35,Henan Jianye,Shanghai SIPG,1,2,A,5.01,4.26,1.66,5.4,4.7,1.74,4.57,4.03,1.64
CHN1,Super League,2018,2018-04-13,11:00,Shanghai Shenhua,Guangzhou Evergrande,2,2,D,3.67,3.86,1.98,3.8,4.0,1.99,3.54,3.73,1.9
CHN1,Super League,2018,2018-04-13,12:35,Tianjin Quanjian,Jiangsu Suning,1,1,D,2.14,3.51,3.55,2.18,3.54,3.7,2.07,3.4,3.36
CHN1,Super League,2018,2018-04-13,13:00,Shanghai SIPG,Hebei,2,0,H,1.52,4.98,5.64,1.55,5.4,6.35,1.49,4.68,5.34
CHN1,Super League,2018,2018-04-14,08:30,Beijing Renhe,Guizhou Zhicheng,2,1,H,1.92,3.58,4.26,2.06,3.61,4.3,1.92,3.37,3.88
CHN1,Super League,2018,2018-04-14,08:30,Tianjin Teda,Guangzhou R&F,2,1,H,2.71,3.72,2.51,2.88,3.8,2.52,2.64,3.58,2.39
CHN1,Super League,2018,2018-04-14,12:35,Shandong Luneng,Dalian Yifang F.C.,2,0,H,1.43,4.82,7.62,1.45,5.0,8.0,1.4,4.63,6.94
CHN1,Super League,2018,2018-04-15,08:30,Changchun Yatai,Henan Jianye,3,0,H,1.88,3.62,4.44,1.89,3.74,4.82,1.81,3.52,4.22
CHN1,Super League,2018,2018-04-15,12:35,Chongqing Lifan,Beijing Guoan,3,3,D,3.71,3.54,2.07,4.0,3.58,2.21,3.42,3.39,2.04
CHN1,Super League,2018,2018-04-20,12:35,Henan Jianye,Chongqing Lifan,0,2,A,2.07,3.58,3.66,2.55,3.6,3.75,2.1,3.34,3.35
CHN1,Super League,2018,2018-04-21,08:30,Hebei,Beijing Renhe,0,0,D,1.68,3.93,5.4,1.75,4.0,5.5,1.68,3.77,4.66
CHN1,Super League,2018,2018-04-21,12:35,Guangzhou R&F,Shandong Luneng,2,4,A,2.53,3.74,2.69,2.66,3.8,2.81,2.45,3.54,2.6
CHN1,Super League,2018,2018-04-21,12:35,Guizhou Zhicheng,Changchun Yatai,2,5,A,2.7,3.23,2.82,2.71,3.4,2.9,2.53,3.22,2.68
CHN1,Super League,2018,2018-04-22,08:30,Dalian Yifang F.C.,Tianjin Quanjian,1,1,D,3.81,3.72,1.99,3.81,3.74,2.15,3.53,3.52,1.97
CHN1,Super League,2018,2018-04-22,11:00,Jiangsu Suning,Shanghai Shenhua,5,1,H,2.0,3.67,3.8,2.08,3.72,4.0,1.96,3.53,3.56
CHN1,Super League,2018,2018-04-22,12:35,Beijing Guoan,Guangzhou Evergrande,2,2,D,2.06,3.86,3.46,2.65,3.86,3.79,2.04,3.62,3.29
CHN1,Super League,2018,2018-04-22,13:00,Shanghai SIPG,Tianjin Teda,1,1,D,1.28,6.26,10.57,1.31,7.0,15.0,1.27,5.75,9.31
CHN1,Super League,2018,2018-04-28,08:30,Beijing Renhe,Tianjin Teda,1,0,H,2.13,3.35,3.73,2.2,3.48,3.79,2.08,3.27,3.49
CHN1,Super League,2018,2018-04-28,12:35,Guangzhou Evergrande,Jiangsu Suning,1,0,H,2.12,3.63,3.48,2.13,3.92,4.2,2.01,3.58,3.41
CHN1,Super League,2018,2018-04-28,12:35,Tianjin Quanjian,Hebei,0,3,A,2.6,3.38,2.82,2.6,3.5,3.23,2.45,3.29,2.76
CHN1,Super League,2018,2018-04-29,08:30,Changchun Yatai,Shanghai SIPG,2,1,H,5.63,4.7,1.55,5.9,5.0,1.64,5.2,4.4,1.53
CHN1,Super League,2018,2018-04-29,12:35,Beijing Guoan,Guizhou Zhicheng,4,3,H,1.38,5.15,8.78,1.41,5.5,9.0,1.35,4.92,7.65
CHN1,Super League,2018,2018-04-29,12:35,Chongqing Lifan,Guangzhou R&F,0,1,A,2.57,3.74,2.64,2.59,3.8,2.87,2.45,3.52,2.62
CHN1,Super League,2018,2018-04-29,12:35,Shandong Luneng,Henan Jianye,2,1,H,1.57,3.97,6.87,1.62,4.35,7.5,1.5,4.06,6.22
CHN1,Super League,2018,2018-04-29,12:35,Shanghai Shenhua,Dalian Yifang F.C.,1,0,H,1.7,4.01,5.05,1.73,4.2,5.2,1.67,3.87,4.63
CHN1,Super League,2018,2018-05-05,08:00,Dalian Yifang F.C.,Guangzhou Evergrande,3,0,H,3.64,3.55,2.09,4.8,4.08,2.09,3.85,3.66,1.86
CHN1,Super League,2018,2018-05-05,12:35,Chongqing Lifan,Tianjin Quanjian,0,1,A,2.8,3.41,2.6,2.92,3.6,2.7,2.7,3.32,2.48
CHN1,Super League,2018,2018-05-05,12:35,Guangzhou R&F,Shanghai Shenhua,4,2,H,1.9,3.99,3.88,1.99,4.0,4.3,1.88,3.77,3.64
CHN1,Super League,2018,2018-05-05,12:35,Hebei,Henan Jianye,0,1,A,1.64,3.82,6.08,1.71,4.3,6.08,1.63,3.75,5.2
CHN1,Super League,2018,2018-05-05,12:35,Shanghai SIPG,Beijing Guoan,1,2,A,1.85,3.99,4.14,1.88,4.38,4.33,1.8,3.82,3.94
CHN1,Super League,2018,2018-05-06,08:30,Beijing Renhe,Shandong Luneng,0,0,D,2.82,3.3,2.65,2.89,3.34,2.71,2.68,3.21,2.55
CHN1,Super League,2018,2018-05-06,08:30,Tianjin Teda,Guizhou Zhicheng,5,1,H,1.95,3.69,3.98,2.01,3.69,4.05,1.93,3.51,3.65
CHN1,Super League,2018,2018-05-06,12:35,Jiangsu Suning,Changchun Yatai,2,0,H,1.76,3.92,4.73,1.85,4.04,4.75,1.77,3.76,4.15
CHN1,Super League,2018,2018-05-11,12:35,Beijing Guoan,Guangzhou R&F,2,2,D,1.55,4.68,5.66,1.65,4.75,5.66,1.54,4.42,5.1
CHN1,Super League,2018,2018-05-12,08:30,Changchun Yatai,Tianjin Teda,0,1,A,1.99,3.72,3.78,2.02,3.9,3.8,1.94,3.62,3.56
CHN1,Super League,2018,2018-05-12,08:30,Guizhou Zhicheng,Shanghai SIPG,1,1,D,3.7,4.01,1.94,4.0,4.05,2.01,3.45,3.81,1.91
CHN1,Super League,2018,2018-05-12,12:35,Guangzhou Evergrande,Hebei,2,2,D,1.68,4.15,5.06,1.7,4.25,5.25,1.65,3.99,4.6
CHN1,Super League,2018,2018-05-12,12:35,Shanghai Shenhua,Chongqing Lifan,2,1,H,2.0,3.71,3.76,2.15,3.71,3.8,2.0,3.57,3.4
CHN1,Super League,2018,2018-05-12,12:35,Tianjin Quanjian,Shandong Luneng,1,1,D,3.02,3.47,2.4,3.25,3.52,2.45,2.92,3.35,2.31
CHN1,Super League,2018,2018-05-13,12:35,Henan Jianye,Beijing Renhe,1,0,H,2.24,3.18,3.63,2.46,3.25,3.93,2.19,3.1,3.39
CHN1,Super League,2018,2018-05-13,12:35,Jiangsu Suning,Dalian Yifang F.C.,1,0,H,1.55,4.43,6.04,1.63,4.45,6.04,1.54,4.15,5.41
CHN1,Super League,2018,2018-05-18,12:35,Tianjin Teda,Shandong Luneng,1,2,A,2.92,3.57,2.42,3.3,3.6,2.42,2.95,3.39,2.27
CHN1,Super League,2018,2018-05-19,08:30,Changchun Yatai,Beijing Guoan,0,2,A,3.08,3.74,2.25,3.28,3.8,2.28,2.97,3.58,2.18
CHN1,Super League,2018,2018-05-19,12:35,Guangzhou R&F,Henan Jianye,1,1,D,1.63,4.25,5.32,1.7,4.54,5.45,1.62,4.0,4.9
CHN1,Super League,2018,2018-05-19,12:35,Hebei,Chongqing Lifan,2,1,H,1.53,4.65,6.02,1.57,4.65,7.0,1.51,4.3,5.66
CHN1,Super League,2018,2018-05-20,08:30,Beijing Renhe,Guangzhou Evergrande,2,0,H,3.23,3.52,2.26,3.7,3.64,2.29,3.22,3.38,2.13
CHN1,Super League,2018,2018-05-20,11:00,Tianjin Quanjian,Shanghai Shenhua,2,1,H,1.61,4.38,5.27,1.65,4.4,5.5,1.58,4.11,5.03
CHN1,Super League,2018,2018-05-20,12:35,Dalian Yifang F.C.,Guizhou Zhicheng,2,1,H,1.96,3.73,3.84,2.0,3.77,4.1,1.92,3.59,3.61
CHN1,Super League,2018,2018-05-20,13:00,Shanghai SIPG,Jiangsu Suning,2,0,H,1.96,4.0,3.63,2.0,4.08,4.0,1.89,3.79,3.59
CHN1,Super League,2018,2018-07-17,12:35,Chongqing Lifan,Changchun Yatai,1,2,A,2.45,3.39,3.0,2.47,3.6,3.14,2.36,3.36,2.84
CHN1,Super League,2018,2018-07-17,12:35,Jiangsu Suning,Beijing Renhe,0,0,D,1.64,3.77,6.16,1.68,3.92,6.5,1.61,3.65,5.61
CHN1,Super League,2018,2018-07-17,12:35,Shandong Luneng,Shanghai SIPG,1,1,D,2.85,3.87,2.34,3.1,3.87,2.38,2.84,3.61,2.26
CHN1,Super League,2018,2018-07-17,12:35,Tianjin Quanjian,Guangzhou R&F,2,1,H,2.75,3.65,2.51,2.76,3.7,2.67,2.61,3.51,2.47
CHN1,Super League,2018,2018-07-18,12:35,Beijing Guoan,Henan Jianye,2,1,H,1.4,5.2,7.82,1.44,5.27,8.3,1.37,4.9,7.22
CHN1,Super League,2018,2018-07-18,12:35,Dalian Yifang F.C.,Hebei,0,0,D,3.21,3.62,2.23,3.25,3.63,2.3,3.06,3.43,2.19
CHN1,Super League,2018,2018-07-18,12:35,Guangzhou Evergrande,Guizhou Zhicheng,4,0,H,1.22,7.22,12.66,1.25,7.54,15.25,1.21,6.51,11.32
CHN1,Super League,2018,2018-07-18,12:35,Shanghai Shenhua,Tianjin Teda,1,0,H,1.67,4.1,5.16,1.8,4.1,5.25,1.7,3.77,4.57
CHN1,Super League,2018,2018-07-21,11:00,Changchun Yatai,Shandong Luneng,1,2,A,2.67,3.59,2.61,2.7,3.66,2.74,2.54,3.39,2.57
CHN1,Super League,2018,2018-07-21,12:35,Beijing Renhe,Dalian Yifang F.C.,3,1,H,2.08,3.39,3.83,2.12,3.42,3.9,2.02,3.28,3.64
CHN1,Super League,2018,2018-07-21,12:35,Tianjin Teda,Chongqing Lifan,1,2,A,1.94,3.62,4.07,2.03,3.75,4.07,1.91,3.5,3.78
CHN1,Super League,2018,2018-07-22,12:35,Beijing Guoan,Tianjin Quanjian,3,2,H,1.56,4.69,5.45,1.62,4.8,6.0,1.55,4.28,5.22
