Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Austria,Tipico Bundesliga,2012/2013,21/07/2012,15:00,Sturm Graz,Salzburg,0,2,A,3.26,3.34,2.4,3.26,3.4,2.5,2.96,3.2,2.33
Austria,Tipico Bundesliga,2012/2013,21/07/2012,17:30,Mattersburg,Neustadt,2,0,H,1.79,3.81,5.0,1.9,3.81,5.0,1.77,3.51,4.33
Austria,Tipico Bundesliga,2012/2013,21/07/2012,17:30,Rapid Vienna,Wacker Innsbruck,4,0,H,1.5,4.46,7.72,1.5,4.46,8.09,1.45,4.09,7.09
Austria,Tipico Bundesliga,2012/2013,22/07/2012,15:00,Admira,Ried,0,2,A,2.18,3.51,3.61,2.18,3.51,3.77,2.12,3.29,3.32
Austria,Tipico Bundesliga,2012/2013,25/07/2012,17:30,Wolfsberger AC,Austria Vienna,0,1,A,3.83,3.62,2.06,3.83,3.62,2.1,3.53,3.28,2.0
Austria,Tipico Bundesliga,2012/2013,28/07/2012,17:30,Austria Vienna,Sturm Graz,0,1,A,2.12,3.42,3.91,2.15,3.6,4.03,1.99,3.29,3.67
Austria,Tipico Bundesliga,2012/2013,28/07/2012,17:30,Neustadt,Rapid Vienna,0,1,A,6.38,4.13,1.61,6.75,4.13,1.7,5.8,3.71,1.57
Austria,Tipico Bundesliga,2012/2013,28/07/2012,17:30,Salzburg,Mattersburg,3,2,H,1.4,4.84,9.51,1.4,5.05,10.0,1.36,4.52,8.39
Austria,Tipico Bundesliga,2012/2013,29/07/2012,15:00,Wacker Innsbruck,Admira,1,2,A,2.44,3.52,3.08,2.44,3.53,3.35,2.22,3.27,3.09
Austria,Tipico Bundesliga,2012/2013,29/07/2012,17:30,Ried,Wolfsberger AC,0,2,A,1.51,4.37,7.78,1.75,4.37,7.78,1.53,3.8,6.16
Austria,Tipico Bundesliga,2012/2013,04/08/2012,17:30,Wolfsberger AC,Salzburg,0,2,A,5.78,3.82,1.71,5.78,3.82,1.75,4.92,3.63,1.66
Austria,Tipico Bundesliga,2012/2013,04/08/2012,17:30,Mattersburg,Sturm Graz,3,1,H,2.64,3.27,2.96,2.67,3.32,3.03,2.52,3.18,2.71
Austria,Tipico Bundesliga,2012/2013,05/08/2012,15:00,Rapid Vienna,Austria Vienna,0,3,A,1.92,3.46,4.79,2.15,3.53,4.79,1.88,3.3,4.11
