Div,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
SWZ1,Super League,2013/2014,2013-07-13,18:45,Basel,Aarau,3,1,H,1.34,5.49,10.21,1.35,5.7,10.21,1.31,5.1,8.68
SWZ1,Super League,2013/2014,2013-07-13,18:45,Young Boys,Sion,2,0,H,1.93,3.69,4.26,1.93,3.8,4.55,1.84,3.51,4.06
SWZ1,Super League,2013/2014,2013-07-14,12:45,Luzern,Lausanne,2,0,H,1.56,4.09,7.05,1.65,4.09,7.05,1.58,3.84,5.64
SWZ1,Super League,2013/2014,2013-07-14,12:45,Zurich,Thun,3,2,H,1.89,3.72,4.41,1.92,3.73,4.7,1.84,3.5,4.09
SWZ1,Super League,2013/2014,2013-07-14,15:00,St. Gallen,Grasshoppers,0,2,A,2.29,3.44,3.31,2.4,3.5,3.4,2.26,3.23,3.1
SWZ1,Super League,2013/2014,2013-07-20,18:45,Aarau,Luzern,4,2,H,3.11,3.52,2.38,3.11,3.52,2.5,2.88,3.3,2.37
SWZ1,Super League,2013/2014,2013-07-20,18:45,Lausanne,Young Boys,1,3,A,3.85,3.53,2.06,4.09,3.6,2.08,3.65,3.41,1.97
SWZ1,Super League,2013/2014,2013-07-21,12:45,Sion,Zurich,0,0,D,3.67,3.44,2.17,3.67,3.5,2.52,3.13,3.3,2.21
SWZ1,Super League,2013/2014,2013-07-21,12:45,Thun,St. Gallen,3,2,H,2.31,3.44,3.31,2.5,3.5,3.33,2.3,3.27,3.0
SWZ1,Super League,2013/2014,2013-07-21,15:00,Grasshoppers,Basel,1,1,D,3.38,3.5,2.24,3.38,3.57,2.35,3.1,3.33,2.22
SWZ1,Super League,2013/2014,2013-07-27,18:45,Basel,Lausanne,2,0,H,1.23,6.89,14.95,1.25,7.5,17.0,1.19,6.4,12.53
SWZ1,Super League,2013/2014,2013-07-27,18:45,Grasshoppers,Aarau,4,2,H,1.79,3.71,5.01,1.8,4.0,5.4,1.71,3.64,4.66
SWZ1,Super League,2013/2014,2013-07-28,12:45,Luzern,Zurich,3,2,H,2.89,3.51,2.52,2.9,3.51,2.6,2.73,3.33,2.45
SWZ1,Super League,2013/2014,2013-07-28,12:45,Sion,St. Gallen,0,1,A,3.34,3.44,2.29,3.34,3.44,2.5,2.98,3.27,2.31
SWZ1,Super League,2013/2014,2013-07-28,15:00,Young Boys,Thun,3,2,H,1.72,3.92,5.26,1.89,3.92,5.26,1.78,3.56,4.33
SWZ1,Super League,2013/2014,2013-08-03,18:45,Lausanne,Grasshoppers,0,0,D,5.52,3.94,1.69,5.52,3.94,1.85,4.58,3.61,1.73
SWZ1,Super League,2013/2014,2013-08-03,18:45,St. Gallen,Basel,1,1,D,2.81,3.4,2.67,3.45,3.4,2.67,2.92,3.21,2.39
SWZ1,Super League,2013/2014,2013-08-04,12:45,Thun,Aarau,2,2,D,2.04,3.71,3.74,2.06,3.8,4.0,1.95,3.52,3.64
