Div,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
NOR1,Eliteserien,2020,2020-06-16,17:00,Aalesund,Molde,1,4,A,3.66,3.64,2.07,3.85,3.88,2.07,3.61,3.67,1.95
NOR1,Eliteserien,2020,2020-06-16,17:00,Odd,Sandefjord,1,2,A,1.83,3.77,4.49,1.9,4.05,4.75,1.79,3.69,4.32
NOR1,Eliteserien,2020,2020-06-16,17:00,Rosenborg,Kristiansund,0,0,D,1.63,4.0,5.94,1.67,4.1,5.94,1.61,3.89,5.39
NOR1,Eliteserien,2020,2020-06-16,17:00,Stabaek,Mjondalen,0,0,D,2.0,3.38,4.22,2.04,3.7,4.22,1.94,3.42,3.94
NOR1,Eliteserien,2020,2020-06-16,17:00,Viking,Bodo/Glimt,2,4,A,2.25,3.64,3.22,2.35,3.75,3.22,2.19,3.57,3.07
NOR1,Eliteserien,2020,2020-06-16,19:30,Sarpsborg 08,Valerenga,0,1,A,2.41,3.34,3.16,2.5,3.5,3.25,2.39,3.27,2.99
NOR1,Eliteserien,2020,2020-06-17,17:00,Start,Stromsgodset,2,2,D,2.67,3.6,2.64,2.75,3.65,2.64,2.65,3.5,2.51
NOR1,Eliteserien,2020,2020-06-17,19:30,Haugesund,Brann,1,2,A,2.42,3.31,3.17,2.48,3.45,3.25,2.33,3.25,3.08
NOR1,Eliteserien,2020,2020-06-20,17:00,Mjondalen,Sarpsborg 08,1,0,H,3.39,3.18,2.38,3.5,3.29,2.48,3.27,3.14,2.28
NOR1,Eliteserien,2020,2020-06-20,19:30,Molde,Rosenborg,1,0,H,2.24,3.61,3.24,2.28,3.63,3.35,2.19,3.45,3.16
NOR1,Eliteserien,2020,2020-06-21,17:00,Bodo/Glimt,Haugesund,6,1,H,1.73,4.11,4.72,1.77,4.2,4.93,1.69,3.95,4.58
NOR1,Eliteserien,2020,2020-06-21,17:00,Kristiansund,Aalesund,7,2,H,2.32,3.35,3.32,2.43,3.51,3.45,2.3,3.28,3.12
