Div,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
RUS1,Premier League,2012/2013,2012-07-20,16:00,M. Saransk,Lokomotiv Moscow,2,3,A,5.12,3.73,1.8,5.25,3.73,1.85,4.54,3.44,1.75
RUS1,Premier League,2012/2013,2012-07-21,10:30,CSKA Moscow,FK Rostov,1,0,H,1.4,4.84,9.84,1.4,4.84,11.09,1.34,4.44,8.88
RUS1,Premier League,2012/2013,2012-07-21,13:30,Volga N. Novgorod,Dynamo Moscow,1,0,H,4.55,3.58,1.9,4.62,3.6,2.0,3.96,3.35,1.88
RUS1,Premier League,2012/2013,2012-07-21,17:00,Vladikavkaz,Spartak Moscow,1,2,A,4.12,3.54,2.02,4.12,3.54,2.04,3.78,3.28,1.95
RUS1,Premier League,2012/2013,2012-07-22,12:00,Zenit,Amkar,2,0,H,1.28,5.65,15.42,1.29,5.73,16.04,1.26,5.11,11.62
RUS1,Premier League,2012/2013,2012-07-22,14:30,FK Krylya Sovetov Samara,Akhmat Grozny,1,1,D,2.45,3.16,3.32,2.49,3.16,3.4,2.36,3.04,3.04
RUS1,Premier League,2012/2013,2012-07-22,17:00,FK Anzi Makhackala,Kuban,2,1,H,1.65,3.75,6.01,1.65,3.85,7.95,1.54,3.63,6.43
RUS1,Premier League,2012/2013,2012-07-23,16:30,Krasnodar,Rubin Kazan,2,1,H,4.15,3.47,2.04,4.17,3.47,2.06,3.75,3.25,1.96
RUS1,Premier League,2012/2013,2012-07-27,17:00,Kuban,M. Saransk,1,0,H,1.76,3.67,5.54,1.77,3.67,5.8,1.66,3.47,5.15
RUS1,Premier League,2012/2013,2012-07-28,10:30,Zenit,Dynamo Moscow,2,0,H,1.68,3.84,5.85,1.68,3.84,6.0,1.61,3.58,5.44
RUS1,Premier League,2012/2013,2012-07-28,13:30,Amkar,CSKA Moscow,3,1,H,5.09,3.23,1.93,5.5,3.45,1.95,4.53,3.24,1.81
RUS1,Premier League,2012/2013,2012-07-28,16:00,Lokomotiv Moscow,FK Krylya Sovetov Samara,2,0,H,1.47,4.33,9.33,1.5,4.33,9.33,1.43,3.93,7.33
RUS1,Premier League,2012/2013,2012-07-29,12:00,Rubin Kazan,Vladikavkaz,3,1,H,1.39,4.75,10.64,1.4,4.76,10.9,1.36,4.33,8.67
RUS1,Premier League,2012/2013,2012-07-29,14:30,Spartak Moscow,Volga N. Novgorod,2,1,H,1.33,5.18,12.08,1.38,5.18,12.08,1.33,4.6,9.02
RUS1,Premier League,2012/2013,2012-07-29,17:00,FK Rostov,FK Anzi Makhackala,2,2,D,4.11,3.43,2.04,4.11,3.45,2.06,3.67,3.24,1.98
RUS1,Premier League,2012/2013,2012-07-30,16:00,Akhmat Grozny,Krasnodar,1,0,H,2.42,3.32,3.25,2.5,3.33,3.26,2.34,3.09,3.0
RUS1,Premier League,2012/2013,2012-08-03,16:00,M. Saransk,FK Rostov,3,0,H,2.62,3.32,2.95,2.7,3.32,2.95,2.52,3.07,2.77
RUS1,Premier League,2012/2013,2012-08-04,10:30,CSKA Moscow,Zenit,1,3,A,3.22,3.34,2.44,3.33,3.41,2.44,3.11,3.15,2.24
RUS1,Premier League,2012/2013,2012-08-04,14:30,Vladikavkaz,Akhmat Grozny,5,0,H,2.52,3.14,3.25,2.52,3.25,3.35,2.35,3.07,3.02
RUS1,Premier League,2012/2013,2012-08-04,17:00,Krasnodar,Lokomotiv Moscow,3,1,H,3.4,3.33,2.34,3.54,3.35,2.34,3.23,3.16,2.19
RUS1,Premier League,2012/2013,2012-08-05,14:00,FK Krylya Sovetov Samara,Kuban,2,1,H,3.24,3.03,2.62,3.24,3.1,2.62,3.01,2.98,2.41
RUS1,Premier League,2012/2013,2012-08-05,16:00,FK Anzi Makhackala,Amkar,1,0,H,1.51,4.0,9.5,1.51,4.3,9.5,1.44,3.97,7.46
RUS1,Premier League,2012/2013,2012-08-05,18:00,Dynamo Moscow,Spartak Moscow,0,4,A,2.92,3.35,2.64,3.25,3.35,2.64,2.87,3.16,2.39
RUS1,Premier League,2012/2013,2012-08-06,15:00,Volga N. Novgorod,Rubin Kazan,1,2,A,4.8,3.4,1.93,5.0,3.4,2.0,4.16,3.23,1.89
RUS1,Premier League,2012/2013,2012-08-10,17:00,Kuban,Krasnodar,2,1,H,2.6,3.11,3.19,2.6,3.2,3.31,2.38,3.04,3.0
RUS1,Premier League,2012/2013,2012-08-11,10:30,Zenit,Spartak Moscow,5,0,H,1.97,3.45,4.46,2.0,3.45,4.5,1.91,3.28,3.92
RUS1,Premier League,2012/2013,2012-08-11,14:00,Lokomotiv Moscow,Vladikavkaz,2,2,D,1.42,4.92,8.98,1.42,4.92,9.5,1.37,4.34,8.29
RUS1,Premier League,2012/2013,2012-08-11,16:30,Akhmat Grozny,Volga N. Novgorod,2,0,H,2.02,3.4,4.33,2.04,3.4,4.33,1.95,3.26,3.81
RUS1,Premier League,2012/2013,2012-08-12,12:00,Amkar,M. Saransk,0,0,D,1.95,3.42,4.59,1.95,3.42,4.8,1.81,3.29,4.4
RUS1,Premier League,2012/2013,2012-08-12,14:00,CSKA Moscow,FK Anzi Makhackala,1,0,H,2.6,3.2,3.08,2.6,3.25,3.35,2.32,3.12,3.02
RUS1,Premier League,2012/2013,2012-08-12,16:00,Rubin Kazan,Dynamo Moscow,2,0,H,1.87,3.59,4.84,1.9,3.59,4.9,1.83,3.31,4.31
RUS1,Premier League,2012/2013,2012-08-12,18:00,FK Rostov,FK Krylya Sovetov Samara,1,2,A,2.08,3.36,4.13,2.08,3.4,4.19,1.99,3.19,3.71
RUS1,Premier League,2012/2013,2012-08-18,10:30,Spartak Moscow,Rubin Kazan,2,1,H,2.54,3.18,3.14,2.54,3.25,3.25,2.35,3.08,2.99
RUS1,Premier League,2012/2013,2012-08-18,14:30,Volga N. Novgorod,Lokomotiv Moscow,0,2,A,4.61,3.46,1.93,4.61,3.46,2.1,3.86,3.27,1.93
RUS1,Premier League,2012/2013,2012-08-18,17:00,Krasnodar,FK Rostov,0,0,D,,,,1.85,3.73,5.09,1.74,3.46,4.46
RUS1,Premier League,2012/2013,2012-08-19,13:00,Dynamo Moscow,Akhmat Grozny,1,2,A,1.49,4.29,8.27,1.6,4.29,8.27,1.51,3.84,6.39
RUS1,Premier League,2012/2013,2012-08-19,15:30,M. Saransk,CSKA Moscow,0,3,A,6.23,3.78,1.67,6.23,3.9,1.75,5.05,3.54,1.66
RUS1,Premier League,2012/2013,2012-08-19,18:00,FK Anzi Makhackala,Zenit,1,1,D,3.03,3.19,2.62,3.2,3.25,2.62,2.94,3.1,2.38
RUS1,Premier League,2012/2013,2012-08-20,15:00,FK Krylya Sovetov Samara,Amkar,0,2,A,2.34,3.1,3.62,2.36,3.25,3.65,2.2,3.1,3.28
RUS1,Premier League,2012/2013,2012-08-20,17:00,Vladikavkaz,Kuban,2,1,H,2.52,3.19,3.19,2.52,3.29,3.3,2.33,3.12,2.99
RUS1,Premier League,2012/2013,2012-08-25,10:30,Lokomotiv Moscow,Dynamo Moscow,2,3,A,1.78,3.86,4.86,1.85,3.86,5.14,1.75,3.49,4.53
RUS1,Premier League,2012/2013,2012-08-25,13:00,Zenit,Rubin Kazan,1,2,A,1.93,3.56,4.44,1.95,3.7,4.91,1.81,3.37,4.34
RUS1,Premier League,2012/2013,2012-08-25,15:30,Akhmat Grozny,Spartak Moscow,2,1,H,3.59,3.33,2.24,3.9,3.39,2.25,3.31,3.17,2.16
RUS1,Premier League,2012/2013,2012-08-25,17:45,FK Rostov,Vladikavkaz,3,1,H,2.61,3.11,3.11,2.64,3.2,3.25,2.42,3.06,2.95
RUS1,Premier League,2012/2013,2012-08-26,11:00,Amkar,Krasnodar,2,2,D,2.69,3.06,3.07,2.86,3.1,3.07,2.61,2.97,2.77
RUS1,Premier League,2012/2013,2012-08-26,13:30,CSKA Moscow,FK Krylya Sovetov Samara,3,0,H,1.38,4.92,11.06,1.38,5.0,11.5,1.34,4.53,8.73
RUS1,Premier League,2012/2013,2012-08-26,16:00,FK Anzi Makhackala,M. Saransk,4,2,H,1.38,4.87,10.3,1.42,5.2,11.0,1.36,4.44,8.41
RUS1,Premier League,2012/2013,2012-08-27,16:30,Kuban,Volga N. Novgorod,6,2,H,1.62,3.88,6.69,1.64,4.0,7.0,1.57,3.61,5.96
RUS1,Premier League,2012/2013,2012-08-31,16:00,M. Saransk,Zenit,0,3,A,10.23,5.36,1.35,13.0,5.8,1.36,9.43,4.92,1.3
RUS1,Premier League,2012/2013,2012-09-01,11:00,Rubin Kazan,Akhmat Grozny,1,2,A,1.38,4.93,10.08,1.45,4.93,10.08,1.37,4.37,8.17
RUS1,Premier League,2012/2013,2012-09-01,13:30,Volga N. Novgorod,FK Rostov,1,1,D,2.94,3.15,2.72,2.94,3.18,2.78,2.71,3.05,2.59
RUS1,Premier League,2012/2013,2012-09-01,16:00,Vladikavkaz,Amkar,1,1,D,2.11,3.35,3.71,2.29,3.35,4.0,2.14,3.18,3.36
RUS1,Premier League,2012/2013,2012-09-02,10:30,Krasnodar,CSKA Moscow,0,1,A,4.21,3.42,2.02,4.55,3.42,2.17,3.93,3.21,1.95
RUS1,Premier League,2012/2013,2012-09-02,13:00,Dynamo Moscow,Kuban,1,2,A,1.91,3.47,4.73,1.95,3.57,4.95,1.85,3.29,4.26
RUS1,Premier League,2012/2013,2012-09-02,15:15,FK Krylya Sovetov Samara,FK Anzi Makhackala,1,2,A,5.33,3.61,1.78,5.9,3.75,1.85,4.63,3.35,1.76
RUS1,Premier League,2012/2013,2012-09-02,17:30,Lokomotiv Moscow,Spartak Moscow,2,1,H,2.68,3.36,2.82,2.85,3.44,2.82,2.53,3.24,2.64
RUS1,Premier League,2012/2013,2012-09-14,17:00,Zenit,Akhmat Grozny,0,2,A,1.33,5.61,10.51,1.35,5.8,12.0,1.31,4.85,9.3
RUS1,Premier League,2012/2013,2012-09-15,10:30,Lokomotiv Moscow,Rubin Kazan,1,0,H,2.64,3.34,2.88,2.7,3.34,3.0,2.51,3.07,2.8
RUS1,Premier League,2012/2013,2012-09-15,14:00,Kuban,Spartak Moscow,2,2,D,2.89,3.34,2.64,3.0,3.34,2.65,2.82,3.1,2.46
RUS1,Premier League,2012/2013,2012-09-16,12:00,CSKA Moscow,Vladikavkaz,2,0,H,1.37,5.05,10.34,1.4,5.25,10.34,1.36,4.52,8.12
RUS1,Premier League,2012/2013,2012-09-16,14:30,FK Anzi Makhackala,Krasnodar,5,2,H,1.55,4.17,7.1,1.58,4.59,8.3,1.47,4.0,6.66
RUS1,Premier League,2012/2013,2012-09-16,17:00,FK Rostov,Dynamo Moscow,1,0,H,3.27,3.36,2.37,3.5,3.36,2.4,3.09,3.14,2.27
RUS1,Premier League,2012/2013,2012-09-17,14:00,Amkar,Volga N. Novgorod,3,2,H,1.68,3.65,6.29,1.85,3.8,6.29,1.7,3.43,4.89
RUS1,Premier League,2012/2013,2012-09-17,16:30,M. Saransk,FK Krylya Sovetov Samara,2,3,A,2.27,3.39,3.43,2.38,3.39,3.45,2.24,3.14,3.18
RUS1,Premier League,2012/2013,2012-09-21,16:00,Krasnodar,M. Saransk,6,1,H,1.64,4.05,5.92,1.75,4.05,6.1,1.64,3.62,5.01
RUS1,Premier League,2012/2013,2012-09-22,10:30,Volga N. Novgorod,CSKA Moscow,2,3,A,8.19,4.55,1.45,8.19,4.55,1.57,6.68,3.96,1.48
RUS1,Premier League,2012/2013,2012-09-22,12:45,Dynamo Moscow,Amkar,3,2,H,1.78,3.72,5.12,1.83,3.72,5.7,1.74,3.42,4.68
RUS1,Premier League,2012/2013,2012-09-22,15:00,FK Krylya Sovetov Samara,Zenit,2,2,D,9.3,5.01,1.38,11.0,5.09,1.5,7.83,4.36,1.39
RUS1,Premier League,2012/2013,2012-09-22,17:15,Akhmat Grozny,Lokomotiv Moscow,0,3,A,2.5,3.31,3.11,2.54,3.5,3.11,2.45,3.15,2.8
RUS1,Premier League,2012/2013,2012-09-23,12:00,Spartak Moscow,FK Rostov,3,1,H,1.52,4.54,6.78,1.54,4.7,8.1,1.49,3.98,6.33
RUS1,Premier League,2012/2013,2012-09-23,16:00,Rubin Kazan,Kuban,1,0,H,1.6,3.95,6.74,1.7,3.95,6.74,1.62,3.56,5.43
RUS1,Premier League,2012/2013,2012-09-24,16:00,Vladikavkaz,FK Anzi Makhackala,0,1,A,5.28,3.94,1.72,5.7,4.09,1.75,4.79,3.58,1.69
RUS1,Premier League,2012/2013,2012-09-29,11:00,Zenit,Lokomotiv Moscow,1,1,D,1.94,3.5,4.13,1.94,3.7,5.0,1.79,3.41,4.4
RUS1,Premier League,2012/2013,2012-09-29,13:30,Amkar,Spartak Moscow,1,3,A,4.11,3.56,2.0,4.59,3.6,2.0,3.86,3.33,1.92
RUS1,Premier League,2012/2013,2012-09-29,16:00,Kuban,Akhmat Grozny,2,1,H,2.08,3.44,3.94,2.22,3.5,3.94,2.06,3.23,3.48
RUS1,Premier League,2012/2013,2012-09-30,10:30,CSKA Moscow,Dynamo Moscow,0,2,A,1.76,3.85,5.01,1.78,3.85,5.5,1.67,3.57,5.01
RUS1,Premier League,2012/2013,2012-09-30,13:00,FK Anzi Makhackala,Volga N. Novgorod,2,1,H,1.22,6.78,16.85,1.29,6.9,18.0,1.21,5.97,12.55
RUS1,Premier League,2012/2013,2012-09-30,15:30,FK Rostov,Rubin Kazan,0,4,A,4.25,3.49,1.99,4.84,3.49,2.12,3.92,3.25,1.95
RUS1,Premier League,2012/2013,2012-10-01,14:30,FK Krylya Sovetov Samara,Krasnodar,2,2,D,2.84,3.34,2.66,2.84,3.34,2.8,2.59,3.16,2.65
RUS1,Premier League,2012/2013,2012-10-01,17:00,M. Saransk,Vladikavkaz,1,1,D,2.38,3.51,3.11,2.44,3.51,3.2,2.27,3.31,2.95
RUS1,Premier League,2012/2013,2012-10-05,16:00,Akhmat Grozny,FK Rostov,2,1,H,1.63,3.81,6.65,1.7,4.09,6.9,1.61,3.61,5.5
RUS1,Premier League,2012/2013,2012-10-06,11:00,Lokomotiv Moscow,Kuban,0,1,A,1.72,3.94,5.22,1.72,3.95,5.75,1.62,3.65,5.26
RUS1,Premier League,2012/2013,2012-10-06,13:30,Volga N. Novgorod,M. Saransk,0,2,A,2.11,3.55,3.7,2.15,3.55,4.09,2.06,3.26,3.47
RUS1,Premier League,2012/2013,2012-10-06,16:00,Vladikavkaz,FK Krylya Sovetov Samara,2,2,D,2.48,3.19,3.23,2.48,3.4,3.3,2.3,3.18,3.02
RUS1,Premier League,2012/2013,2012-10-07,10:30,Dynamo Moscow,FK Anzi Makhackala,0,2,A,2.97,3.4,2.54,3.05,3.4,2.57,2.82,3.19,2.42
RUS1,Premier League,2012/2013,2012-10-07,12:45,Rubin Kazan,Amkar,0,1,A,1.35,4.96,11.83,1.45,4.96,11.83,1.35,4.4,9.07
RUS1,Premier League,2012/2013,2012-10-07,15:00,Spartak Moscow,CSKA Moscow,0,2,A,2.83,3.37,2.66,2.87,3.4,2.84,2.65,3.16,2.58
RUS1,Premier League,2012/2013,2012-10-07,17:15,Krasnodar,Zenit,0,2,A,5.63,3.91,1.69,6.1,4.15,1.7,5.15,3.78,1.61
RUS1,Premier League,2012/2013,2012-10-20,10:30,FK Anzi Makhackala,Spartak Moscow,2,1,H,1.91,3.74,4.23,2.15,3.8,4.84,1.89,3.42,3.86
RUS1,Premier League,2012/2013,2012-10-20,13:00,Zenit,Kuban,1,0,H,1.4,4.82,9.44,1.45,4.82,9.44,1.4,4.3,7.36
RUS1,Premier League,2012/2013,2012-10-20,15:30,Krasnodar,Vladikavkaz,2,0,H,1.79,3.85,4.84,1.85,3.85,4.84,1.76,3.5,4.37
RUS1,Premier League,2012/2013,2012-10-21,10:00,Amkar,Akhmat Grozny,0,1,A,2.65,3.37,2.85,2.75,3.37,2.9,2.48,3.18,2.76
RUS1,Premier League,2012/2013,2012-10-21,12:15,CSKA Moscow,Rubin Kazan,2,0,H,1.96,3.46,4.42,2.04,3.47,4.42,1.96,3.28,3.78
RUS1,Premier League,2012/2013,2012-10-21,14:45,M. Saransk,Dynamo Moscow,1,2,A,4.57,3.79,1.85,5.09,3.9,1.91,4.11,3.5,1.82
RUS1,Premier League,2012/2013,2012-10-21,17:00,FK Rostov,Lokomotiv Moscow,0,0,D,4.08,3.46,1.99,4.5,3.6,1.99,4.0,3.33,1.88
RUS1,Premier League,2012/2013,2012-10-22,16:00,FK Krylya Sovetov Samara,Volga N. Novgorod,0,1,A,1.88,3.78,4.38,1.91,3.9,4.5,1.83,3.48,4.06
RUS1,Premier League,2012/2013,2012-10-26,15:30,Lokomotiv Moscow,Amkar,1,2,A,1.47,4.38,8.77,1.47,4.9,9.8,1.43,4.1,7.43
RUS1,Premier League,2012/2013,2012-10-26,17:30,Kuban,FK Rostov,1,0,H,1.69,3.82,5.78,1.75,4.09,5.9,1.67,3.54,5.03
RUS1,Premier League,2012/2013,2012-10-27,10:30,Spartak Moscow,M. Saransk,2,0,H,1.27,6.1,13.36,1.29,6.5,15.0,1.25,5.57,10.33
RUS1,Premier League,2012/2013,2012-10-27,13:00,Volga N. Novgorod,Krasnodar,1,1,D,3.64,3.32,2.22,3.75,3.5,2.22,3.4,3.24,2.09
RUS1,Premier League,2012/2013,2012-10-27,15:30,Vladikavkaz,Zenit,2,3,A,6.38,4.26,1.58,7.75,4.4,1.59,6.4,4.03,1.48
RUS1,Premier League,2012/2013,2012-10-28,09:30,Dynamo Moscow,FK Krylya Sovetov Samara,1,0,H,1.5,4.32,7.83,1.6,4.32,7.9,1.54,3.77,6.08
