Div,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
JPN1,J1 League,2020,2020-02-21,10:00,Shonan,Urawa,2,3,A,3.38,3.61,2.14,3.5,3.61,2.17,3.33,3.46,2.08
JPN1,J1 League,2020,2020-02-22,05:00,Vegalta Sendai,Nagoya,1,1,D,2.89,3.43,2.49,2.92,3.57,2.58,2.78,3.32,2.44
JPN1,J1 League,2020,2020-02-22,06:00,C-Osaka,Oita,1,0,H,2.03,3.27,4.18,2.05,3.5,4.2,1.97,3.23,3.96
JPN1,J1 League,2020,2020-02-22,06:00,Kashiwa,Sapporo,4,2,H,1.91,4.08,3.71,2.0,4.08,3.85,1.9,3.78,3.57
JPN1,J1 League,2020,2020-02-22,06:00,Kawasaki Frontale,Sagan Tosu,0,0,D,1.45,4.57,7.53,1.48,4.65,8.0,1.42,4.44,7.05
JPN1,J1 League,2020,2020-02-23,04:00,Shimizu,FC Tokyo,1,3,A,3.44,3.68,2.09,3.6,3.8,2.15,3.34,3.54,2.05
JPN1,J1 League,2020,2020-02-23,05:00,Hiroshima,Kashima,3,0,H,2.14,3.4,3.6,2.38,3.4,3.8,2.14,3.23,3.42
JPN1,J1 League,2020,2020-02-23,05:00,Yokohama M.,G-Osaka,1,2,A,1.68,4.52,4.49,1.7,4.6,5.0,1.65,4.25,4.4
JPN1,J1 League,2020,2020-02-23,07:00,Kobe,Yokohama,1,1,D,1.59,4.44,5.33,1.6,4.6,5.55,1.55,4.29,5.19
JPN1,J1 League,2020,2020-07-04,10:00,G-Osaka,C-Osaka,1,2,A,2.64,3.32,2.77,2.71,3.32,2.9,2.61,3.18,2.7
JPN1,J1 League,2020,2020-07-04,10:00,Shimizu,Nagoya,1,2,A,3.07,3.66,2.27,3.22,3.75,2.36,2.97,3.49,2.24
JPN1,J1 League,2020,2020-07-04,10:00,Yokohama,Sapporo,1,2,A,3.38,3.57,2.15,3.52,3.57,2.23,3.31,3.37,2.12
JPN1,J1 League,2020,2020-07-04,10:30,Oita,Sagan Tosu,2,0,H,2.4,3.26,3.17,2.46,3.3,3.35,2.33,3.13,3.13
JPN1,J1 League,2020,2020-07-04,11:00,Kashiwa,FC Tokyo,0,1,A,2.66,3.45,2.68,2.7,3.45,2.81,2.59,3.3,2.63
JPN1,J1 League,2020,2020-07-04,11:00,Kawasaki Frontale,Kashima,2,1,H,2.15,3.54,3.41,2.2,3.54,3.6,2.09,3.39,3.38
JPN1,J1 League,2020,2020-07-04,11:00,Shonan,Vegalta Sendai,0,1,A,2.49,3.45,2.88,2.58,3.5,3.0,2.45,3.31,2.79
JPN1,J1 League,2020,2020-07-04,11:00,Urawa,Yokohama M.,0,0,D,3.59,3.94,1.98,3.73,3.95,2.06,3.41,3.7,1.98
JPN1,J1 League,2020,2020-07-04,11:30,Kobe,Hiroshima,0,3,A,2.58,3.71,2.61,2.65,3.71,2.87,2.47,3.46,2.66
JPN1,J1 League,2020,2020-07-08,10:00,C-Osaka,Shimizu,2,0,H,1.61,4.31,5.36,1.65,4.36,5.8,1.59,4.07,5.17
JPN1,J1 League,2020,2020-07-08,10:00,Vegalta Sendai,Urawa,1,2,A,3.07,3.51,2.33,3.2,3.51,2.42,3.01,3.37,2.26
JPN1,J1 League,2020,2020-07-08,10:30,Kashiwa,Yokohama,1,3,A,1.77,3.99,4.46,1.8,3.99,4.92,1.74,3.71,4.46
JPN1,J1 League,2020,2020-07-08,11:00,Hiroshima,Oita,1,2,A,1.91,3.47,4.45,1.98,3.65,4.7,1.85,3.34,4.4
JPN1,J1 League,2020,2020-07-08,11:00,Kashima,Sapporo,0,2,A,2.13,3.77,3.27,2.24,3.8,3.35,2.1,3.57,3.19
JPN1,J1 League,2020,2020-07-08,11:00,Sagan Tosu,Kobe,0,1,A,4.06,3.82,1.88,4.4,3.82,1.95,3.95,3.59,1.86
JPN1,J1 League,2020,2020-07-08,11:00,Yokohama M.,Shonan,3,2,H,1.44,5.23,6.34,1.46,5.23,7.28,1.42,4.8,6.39
JPN1,J1 League,2020,2020-07-08,11:30,FC Tokyo,Kawasaki Frontale,0,4,A,3.7,3.47,2.08,3.75,3.47,2.2,3.52,3.3,2.08
JPN1,J1 League,2020,2020-07-08,11:30,Nagoya,G-Osaka,2,2,D,2.35,3.75,2.88,2.45,3.8,3.0,2.32,3.58,2.8
JPN1,J1 League,2020,2020-07-11,11:00,Kawasaki Frontale,Kashiwa,3,1,H,1.68,4.1,4.92,1.72,4.33,5.06,1.64,4.0,4.73
JPN1,J1 League,2020,2020-07-11,11:00,Oita,Kobe,1,1,D,2.44,3.37,3.0,2.65,3.4,3.15,2.42,3.28,2.84
JPN1,J1 League,2020,2020-07-12,10:00,Sagan Tosu,Hiroshima,0,0,D,3.86,3.35,2.08,4.1,3.6,2.09,3.82,3.3,1.98
JPN1,J1 League,2020,2020-07-12,10:00,Shimizu,G-Osaka,1,2,A,4.37,4.42,1.71,4.75,4.42,1.76,4.34,4.09,1.68
