Div,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
SWE1,Allsvenskan,2018,2018-04-01,14:00,Hacken,Kalmar,1,0,H,1.58,4.17,6.4,1.61,4.4,6.61,1.55,4.02,5.95
SWE1,Allsvenskan,2018,2018-04-01,14:00,Hammarby,Sirius,3,1,H,1.98,3.67,3.97,2.01,3.8,4.02,1.93,3.58,3.8
SWE1,Allsvenskan,2018,2018-04-01,16:30,Ostersunds,Djurgarden,0,1,A,1.81,3.62,4.98,1.88,3.68,4.98,1.81,3.48,4.5
SWE1,Allsvenskan,2018,2018-04-01,16:30,Trelleborgs,Goteborg,1,3,A,3.43,3.39,2.26,3.7,3.4,2.27,3.41,3.25,2.17
SWE1,Allsvenskan,2018,2018-04-02,14:00,AIK,Dalkurd,2,0,H,1.5,3.98,8.8,1.54,4.2,9.0,1.5,3.86,7.56
SWE1,Allsvenskan,2018,2018-04-02,14:00,Norrkoping,Brommapojkarna,2,1,H,1.6,3.99,6.57,1.6,4.4,6.6,1.56,3.99,5.94
SWE1,Allsvenskan,2018,2018-04-02,16:30,Elfsborg,Malmo FF,1,2,A,3.67,3.75,2.04,3.8,3.8,2.1,3.54,3.55,2.02
SWE1,Allsvenskan,2018,2018-04-02,16:30,Sundsvall,Orebro,0,0,D,2.44,3.35,3.11,2.48,3.4,3.2,2.37,3.22,3.04
SWE1,Allsvenskan,2018,2018-04-07,15:00,Orebro,Norrkoping,1,1,D,3.33,3.67,2.19,3.51,3.7,2.2,3.35,3.52,2.1
SWE1,Allsvenskan,2018,2018-04-08,14:00,Djurgarden,Trelleborgs,1,1,D,1.29,5.88,11.8,1.3,6.3,13.25,1.26,5.71,11.13
SWE1,Allsvenskan,2018,2018-04-08,14:00,Kalmar,Elfsborg,1,0,H,2.64,3.25,2.91,2.64,3.4,3.1,2.47,3.2,2.93
SWE1,Allsvenskan,2018,2018-04-08,16:30,Dalkurd,Ostersunds,3,0,H,3.9,3.62,2.01,4.15,3.7,2.06,3.84,3.45,1.97
SWE1,Allsvenskan,2018,2018-04-09,18:00,Brommapojkarna,Hacken,2,0,H,4.44,3.78,1.85,4.55,3.85,1.9,4.19,3.66,1.83
