Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Mexico,Liga MX,2016/2017,16/07/2016,03:00,Club Tijuana,Monarcas,2,0,H,2.1,3.58,3.7,2.1,3.6,3.88,2.01,3.37,3.54
Mexico,Liga MX,2016/2017,16/07/2016,23:00,Queretaro,Veracruz,2,0,H,1.86,3.73,4.55,1.96,3.73,4.55,1.84,3.46,4.1
Mexico,Liga MX,2016/2017,17/07/2016,01:00,Atlas,Toluca,1,1,D,2.38,3.34,3.27,2.5,3.34,3.32,2.32,3.15,3.07
Mexico,Liga MX,2016/2017,17/07/2016,01:00,Monterrey,Puebla,1,1,D,1.52,4.58,6.79,1.53,4.65,6.79,1.49,4.17,6.09
Mexico,Liga MX,2016/2017,17/07/2016,01:06,Pachuca,Club Leon,5,1,H,2.0,3.79,3.81,2.06,3.79,3.88,1.98,3.46,3.52
Mexico,Liga MX,2016/2017,17/07/2016,03:00,Club America,Chiapas,2,0,H,1.29,5.97,11.88,1.33,5.97,12.0,1.28,5.27,9.85
Mexico,Liga MX,2016/2017,17/07/2016,03:00,Necaxa,Cruz Azul,0,0,D,3.1,3.38,2.46,3.32,3.52,2.48,3.01,3.2,2.32
Mexico,Liga MX,2016/2017,17/07/2016,18:00,U.N.A.M.- Pumas,Guadalajara Chivas,1,0,H,2.9,3.19,2.73,2.92,3.27,2.8,2.7,3.09,2.62
Mexico,Liga MX,2016/2017,18/07/2016,00:00,Santos Laguna,U.A.N.L.- Tigres,0,0,D,2.97,3.3,2.6,3.01,3.37,2.68,2.83,3.14,2.49
Mexico,Liga MX,2016/2017,23/07/2016,03:00,Veracruz,Santos Laguna,2,0,H,2.89,3.47,2.56,3.02,3.56,2.67,2.81,3.21,2.45
Mexico,Liga MX,2016/2017,23/07/2016,23:00,Chiapas,Pachuca,0,2,A,3.29,3.7,2.22,3.3,3.83,2.27,3.13,3.45,2.15
Mexico,Liga MX,2016/2017,23/07/2016,23:00,Cruz Azul,U.N.A.M.- Pumas,0,0,D,2.02,3.7,3.84,2.05,3.7,4.06,1.95,3.44,3.72
Mexico,Liga MX,2016/2017,24/07/2016,01:00,Monarcas,Queretaro,2,2,D,2.67,3.32,2.85,2.67,3.4,3.0,2.5,3.21,2.77
Mexico,Liga MX,2016/2017,24/07/2016,01:00,U.A.N.L.- Tigres,Atlas,0,0,D,1.6,4.1,6.34,1.6,4.15,6.94,1.55,3.83,6.01
Mexico,Liga MX,2016/2017,24/07/2016,01:06,Club Leon,Necaxa,0,0,D,1.85,3.85,4.42,1.88,4.0,5.5,1.75,3.68,4.32
Mexico,Liga MX,2016/2017,24/07/2016,03:00,Club America,Toluca,3,1,H,1.59,4.27,6.19,1.62,4.36,6.19,1.57,3.97,5.48
Mexico,Liga MX,2016/2017,24/07/2016,03:00,Guadalajara Chivas,Monterrey,1,0,H,2.3,3.51,3.26,2.3,3.52,3.52,2.23,3.27,3.14
Mexico,Liga MX,2016/2017,25/07/2016,00:00,Puebla,Club Tijuana,3,2,H,2.45,3.4,3.1,2.45,3.4,3.24,2.36,3.17,2.99
Mexico,Liga MX,2016/2017,30/07/2016,03:00,Club Tijuana,Guadalajara Chivas,4,0,H,2.32,3.33,3.4,2.34,3.4,3.42,2.23,3.2,3.18
Mexico,Liga MX,2016/2017,30/07/2016,23:00,Queretaro,Puebla,2,1,H,2.0,3.54,4.14,2.02,3.54,4.15,1.94,3.33,3.82
Mexico,Liga MX,2016/2017,31/07/2016,01:00,Atlas,Veracruz,1,0,H,2.0,3.49,4.16,2.07,3.57,4.36,1.97,3.3,3.79
Mexico,Liga MX,2016/2017,31/07/2016,01:00,Monterrey,Cruz Azul,1,1,D,2.23,3.47,3.46,2.24,3.6,3.95,2.08,3.31,3.45
Mexico,Liga MX,2016/2017,31/07/2016,01:06,Pachuca,Necaxa,1,0,H,1.96,3.51,4.34,2.01,3.56,4.4,1.92,3.33,3.93
Mexico,Liga MX,2016/2017,31/07/2016,03:00,Club America,U.A.N.L.- Tigres,0,3,A,2.26,3.42,3.45,2.26,3.5,3.6,2.14,3.27,3.28
Mexico,Liga MX,2016/2017,31/07/2016,18:00,U.N.A.M.- Pumas,Club Leon,1,0,H,2.56,3.62,2.79,2.61,3.62,3.07,2.46,3.33,2.73
Mexico,Liga MX,2016/2017,31/07/2016,23:00,Chiapas,Toluca,1,0,H,2.5,3.44,2.99,2.6,3.48,2.99,2.46,3.25,2.79
Mexico,Liga MX,2016/2017,01/08/2016,00:00,Santos Laguna,Monarcas,2,4,A,1.95,3.68,4.17,1.96,3.68,4.35,1.88,3.47,3.89
Mexico,Liga MX,2016/2017,06/08/2016,23:00,Cruz Azul,Club Tijuana,1,2,A,1.68,3.84,5.91,1.83,3.84,5.91,1.71,3.55,4.83
Mexico,Liga MX,2016/2017,07/08/2016,01:00,Monarcas,Atlas,3,2,H,2.5,3.43,3.0,2.5,3.43,3.22,2.37,3.2,2.91
Mexico,Liga MX,2016/2017,07/08/2016,01:00,U.A.N.L.- Tigres,Chiapas,1,0,H,1.4,4.93,9.29,1.44,4.95,9.71,1.38,4.51,7.98
Mexico,Liga MX,2016/2017,07/08/2016,01:06,Club Leon,Monterrey,0,3,A,2.16,3.72,3.39,2.25,3.87,3.45,2.14,3.43,3.19
Mexico,Liga MX,2016/2017,07/08/2016,03:00,Guadalajara Chivas,Queretaro,0,0,D,2.08,3.55,3.79,2.13,3.65,3.85,2.04,3.35,3.5
Mexico,Liga MX,2016/2017,07/08/2016,03:00,Necaxa,U.N.A.M.- Pumas,2,2,D,2.32,3.38,3.37,2.38,3.4,3.48,2.24,3.16,3.22
Mexico,Liga MX,2016/2017,07/08/2016,03:00,Veracruz,Club America,2,4,A,3.68,3.53,2.13,4.16,3.55,2.1,3.65,3.35,2.01
Mexico,Liga MX,2016/2017,07/08/2016,18:45,Toluca,Pachuca,2,0,H,2.6,3.36,2.92,2.74,3.42,2.94,2.51,3.2,2.76
Mexico,Liga MX,2016/2017,08/08/2016,00:00,Puebla,Santos Laguna,0,0,D,2.28,3.58,3.25,2.46,3.58,3.3,2.23,3.32,3.08
Mexico,Liga MX,2016/2017,13/08/2016,03:00,Club Tijuana,Club Leon,2,0,H,1.8,3.93,4.66,1.86,4.1,4.75,1.77,3.69,4.2
Mexico,Liga MX,2016/2017,13/08/2016,23:00,Queretaro,Cruz Azul,0,0,D,2.74,3.4,2.74,2.78,3.4,2.82,2.65,3.17,2.62
Mexico,Liga MX,2016/2017,14/08/2016,01:00,Atlas,Puebla,3,2,H,2.15,3.44,3.71,2.15,3.44,3.95,2.06,3.25,3.53
Mexico,Liga MX,2016/2017,14/08/2016,01:00,Monterrey,Necaxa,2,1,H,1.68,4.01,5.47,1.75,4.01,5.8,1.66,3.75,4.87
Mexico,Liga MX,2016/2017,14/08/2016,01:06,Pachuca,U.N.A.M.- Pumas,3,0,H,2.04,3.54,3.97,2.32,3.54,3.97,2.06,3.29,3.54
Mexico,Liga MX,2016/2017,14/08/2016,03:00,Club America,Monarcas,1,1,D,1.48,4.87,6.95,1.55,4.87,8.0,1.45,4.35,6.3
Mexico,Liga MX,2016/2017,14/08/2016,18:00,Toluca,U.A.N.L.- Tigres,0,0,D,3.14,3.42,2.41,3.36,3.42,2.5,3.03,3.2,2.31
Mexico,Liga MX,2016/2017,14/08/2016,23:00,Chiapas,Veracruz,1,1,D,2.19,3.51,3.53,2.28,3.51,3.65,2.14,3.29,3.28
Mexico,Liga MX,2016/2017,15/08/2016,00:00,Santos Laguna,Guadalajara Chivas,0,1,A,2.58,3.3,2.99,2.59,3.32,3.02,2.46,3.16,2.84
Mexico,Liga MX,2016/2017,20/08/2016,03:00,Veracruz,Toluca,2,2,D,2.89,3.39,2.61,2.98,3.39,2.65,2.77,3.18,2.5
Mexico,Liga MX,2016/2017,20/08/2016,23:00,Cruz Azul,Santos Laguna,3,1,H,1.65,4.04,5.9,1.75,4.04,5.9,1.66,3.66,5.12
Mexico,Liga MX,2016/2017,21/08/2016,01:00,Monarcas,Chiapas,3,2,H,1.78,3.93,4.76,1.85,3.93,5.0,1.76,3.62,4.37
