Div,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
ROU1,Liga 1,2013/2014,2013-07-19,18:45,Poli Timisoara,Din. Bucuresti,2,0,H,3.02,3.39,2.47,3.45,3.39,2.52,2.92,3.21,2.3
ROU1,Liga 1,2013/2014,2013-07-20,17:00,Navodari,Gaz Metan Medias,1,0,H,2.52,3.25,3.05,2.52,3.25,3.05,2.34,3.16,2.86
ROU1,Liga 1,2013/2014,2013-07-20,17:00,Pandurii,FC Brasov,3,1,H,1.87,3.5,4.79,1.87,3.7,5.66,1.71,3.42,4.69
ROU1,Liga 1,2013/2014,2013-07-20,19:30,FC Steaua Bucuresti,Ceahlaul,2,1,H,1.2,6.94,20.32,1.22,7.2,20.42,1.17,6.22,14.21
ROU1,Liga 1,2013/2014,2013-07-21,15:00,FC Botosani,CFR Cluj,0,0,D,3.86,3.44,2.08,4.59,3.44,2.17,3.81,3.22,1.94
ROU1,Liga 1,2013/2014,2013-07-21,17:00,U. Cluj,Petrolul,0,1,A,3.88,3.42,2.08,4.2,3.45,2.1,3.59,3.28,1.98
ROU1,Liga 1,2013/2014,2013-07-21,19:30,Viitorul Constanta,Astra,0,4,A,4.41,3.43,1.94,4.41,3.45,2.08,3.84,3.28,1.9
ROU1,Liga 1,2013/2014,2013-07-22,17:00,Corona Brasov,Otelul,0,1,A,2.76,3.2,2.81,2.78,3.2,2.85,2.53,3.05,2.71
ROU1,Liga 1,2013/2014,2013-07-26,17:00,Gaz Metan Medias,FC Botosani,1,2,A,2.18,3.24,3.8,2.25,3.4,4.0,2.04,3.19,3.51
ROU1,Liga 1,2013/2014,2013-07-26,19:30,Ceahlaul,Corona Brasov,3,0,H,1.97,3.57,4.09,2.04,3.57,4.75,1.84,3.43,3.94
ROU1,Liga 1,2013/2014,2013-07-27,17:00,Otelul,U. Cluj,2,1,H,1.83,3.57,4.91,1.9,3.6,5.25,1.77,3.38,4.26
ROU1,Liga 1,2013/2014,2013-07-27,19:30,CFR Cluj,Poli Timisoara,2,2,D,1.65,4.0,5.74,1.7,4.0,5.74,1.6,3.68,4.93
ROU1,Liga 1,2013/2014,2013-07-28,19:30,Din. Bucuresti,Vaslui,2,0,H,2.65,3.22,2.92,2.72,3.25,2.92,2.48,3.11,2.71
ROU1,Liga 1,2013/2014,2013-07-29,17:00,FC Brasov,Navodari,1,1,D,2.02,3.24,4.36,2.08,3.5,4.5,1.92,3.27,3.76
ROU1,Liga 1,2013/2014,2013-07-29,18:45,Petrolul,Pandurii,1,1,D,1.81,3.62,4.95,1.85,3.71,5.25,1.76,3.48,4.25
ROU1,Liga 1,2013/2014,2013-08-02,18:30,U. Cluj,Ceahlaul,1,1,D,2.42,3.35,3.14,2.6,3.35,3.14,2.41,3.17,2.78
ROU1,Liga 1,2013/2014,2013-08-03,16:00,FC Botosani,Navodari,1,1,D,1.85,3.61,4.79,1.9,3.61,4.79,1.83,3.36,4.03
ROU1,Liga 1,2013/2014,2013-08-04,17:00,Corona Brasov,Astra,2,5,A,4.68,3.51,1.88,5.05,3.8,1.88,4.33,3.45,1.75
ROU1,Liga 1,2013/2014,2013-08-04,19:00,Petrolul,FC Brasov,0,0,D,1.44,4.55,8.55,1.44,4.7,9.5,1.39,4.26,7.38
ROU1,Liga 1,2013/2014,2013-08-04,19:30,Pandurii,Otelul,2,1,H,2.17,3.2,3.86,2.25,3.3,4.51,2.03,3.17,3.53
ROU1,Liga 1,2013/2014,2013-08-05,17:00,Poli Timisoara,Gaz Metan Medias,2,1,H,1.9,3.59,4.42,1.95,3.9,5.2,1.83,3.41,3.96
ROU1,Liga 1,2013/2014,2013-08-05,17:30,Viitorul Constanta,Din. Bucuresti,0,0,D,3.72,3.33,2.17,4.15,3.6,2.17,3.34,3.28,2.04
