Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Denmark,Superliga ,2014/2015,18/07/2014,17:30,Nordsjaelland,Vestsjaelland,3,2,H,1.99,3.56,4.13,1.99,3.65,4.6,1.88,3.4,4.16
Denmark,Superliga ,2014/2015,19/07/2014,16:00,Sonderjyske,Aalborg,0,0,D,3.3,3.51,2.29,3.5,3.51,2.31,3.23,3.33,2.19
Denmark,Superliga ,2014/2015,20/07/2014,13:00,Odense,Hobro,1,2,A,1.7,4.0,5.36,1.7,4.2,5.85,1.63,3.8,5.25
Denmark,Superliga ,2014/2015,20/07/2014,16:00,Silkeborg,FC Copenhagen,0,0,D,4.76,3.84,1.81,5.25,4.0,1.83,4.74,3.72,1.71
Denmark,Superliga ,2014/2015,20/07/2014,18:00,Midtjylland,Brondby,3,1,H,2.48,3.42,3.03,2.55,3.45,3.05,2.42,3.3,2.84
Denmark,Superliga ,2014/2015,21/07/2014,18:00,Esbjerg,Randers FC,0,1,A,2.33,3.31,3.41,3.05,3.35,3.41,2.33,3.21,3.1
Denmark,Superliga ,2014/2015,25/07/2014,17:30,Vestsjaelland,Odense,3,1,H,2.94,3.37,2.57,2.94,3.37,2.75,2.68,3.24,2.58
Denmark,Superliga ,2014/2015,26/07/2014,16:00,Aalborg,Midtjylland,2,0,H,2.59,3.46,2.85,2.78,3.5,2.85,2.6,3.33,2.61
Denmark,Superliga ,2014/2015,26/07/2014,18:30,FC Copenhagen,Nordsjaelland,2,1,H,1.85,3.8,4.51,1.9,3.85,4.6,1.8,3.62,4.19
Denmark,Superliga ,2014/2015,27/07/2014,16:00,Randers FC,Hobro,2,1,H,1.88,3.65,4.57,1.9,3.65,4.6,1.84,3.46,4.22
Denmark,Superliga ,2014/2015,27/07/2014,18:00,Esbjerg,Sonderjyske,1,1,D,1.93,3.59,4.38,2.0,3.59,4.45,1.91,3.42,3.94
Denmark,Superliga ,2014/2015,28/07/2014,18:00,Brondby,Silkeborg,2,0,H,1.71,4.03,5.15,1.75,4.03,5.3,1.71,3.72,4.73
Denmark,Superliga ,2014/2015,01/08/2014,17:30,Silkeborg,Sonderjyske,0,2,A,2.55,3.48,2.89,2.6,3.49,3.0,2.45,3.31,2.79
Denmark,Superliga ,2014/2015,02/08/2014,14:00,Vestsjaelland,FC Copenhagen,2,2,D,4.23,3.58,1.96,4.3,3.65,1.97,3.96,3.43,1.91
Denmark,Superliga ,2014/2015,02/08/2014,16:00,Odense,Aalborg,1,1,D,3.2,3.54,2.32,3.3,3.55,2.45,3.02,3.35,2.28
Denmark,Superliga ,2014/2015,03/08/2014,16:00,Nordsjaelland,Esbjerg,3,2,H,2.49,3.36,3.02,2.55,3.36,3.06,2.43,3.24,2.88
Denmark,Superliga ,2014/2015,03/08/2014,18:00,Hobro,Brondby,2,0,H,4.16,3.86,1.9,4.65,3.86,1.93,4.07,3.56,1.85
Denmark,Superliga ,2014/2015,04/08/2014,18:00,Midtjylland,Randers FC,3,1,H,1.89,3.62,4.54,1.95,3.7,4.54,1.86,3.46,4.11
Denmark,Superliga ,2014/2015,08/08/2014,17:30,Randers FC,Vestsjaelland,1,0,H,2.06,3.47,3.94,2.2,3.55,3.95,2.05,3.35,3.58
Denmark,Superliga ,2014/2015,09/08/2014,16:00,Aalborg,Nordsjaelland,1,2,A,2.27,3.56,3.3,2.28,3.56,3.6,2.13,3.37,3.32
Denmark,Superliga ,2014/2015,10/08/2014,13:00,Sonderjyske,Midtjylland,1,3,A,3.55,3.53,2.18,3.7,3.55,2.19,3.37,3.39,2.1
Denmark,Superliga ,2014/2015,10/08/2014,16:00,FC Copenhagen,Hobro,0,3,A,1.34,5.36,11.0,1.4,5.5,11.0,1.33,4.96,9.13
Denmark,Superliga ,2014/2015,10/08/2014,18:00,Brondby,Odense,1,1,D,1.99,3.63,4.04,2.06,3.63,4.04,2.0,3.42,3.66
Denmark,Superliga ,2014/2015,11/08/2014,18:00,Esbjerg,Silkeborg,0,0,D,1.72,3.91,5.27,1.75,4.0,5.41,1.7,3.67,4.8
Denmark,Superliga ,2014/2015,15/08/2014,18:30,FC Copenhagen,Midtjylland,1,2,A,2.46,3.55,2.95,2.46,3.6,3.5,2.27,3.35,3.09
Denmark,Superliga ,2014/2015,16/08/2014,17:00,Aalborg,Esbjerg,1,1,D,2.66,3.35,2.86,2.73,3.4,2.9,2.56,3.25,2.72
Denmark,Superliga ,2014/2015,17/08/2014,13:00,Vestsjaelland,Silkeborg,2,0,H,2.24,3.51,3.41,2.29,3.55,3.6,2.19,3.28,3.28
Denmark,Superliga ,2014/2015,17/08/2014,16:00,Brondby,Sonderjyske,2,0,H,1.65,4.02,5.98,1.85,4.02,6.1,1.63,3.75,5.34
Denmark,Superliga ,2014/2015,17/08/2014,18:00,Randers FC,Odense,0,2,A,2.09,3.59,3.73,2.2,3.6,3.85,2.07,3.41,3.45
Denmark,Superliga ,2014/2015,18/08/2014,18:00,Hobro,Nordsjaelland,0,0,D,3.48,3.58,2.18,3.5,3.6,2.21,3.22,3.38,2.15
Denmark,Superliga ,2014/2015,30/08/2014,16:00,Sonderjyske,Randers FC,1,1,D,3.04,3.32,2.54,3.04,3.4,2.62,2.79,3.24,2.49
Denmark,Superliga ,2014/2015,31/08/2014,12:00,Silkeborg,Aalborg,2,2,D,3.89,3.58,2.05,3.89,3.65,2.05,3.57,3.43,2.0
Denmark,Superliga ,2014/2015,31/08/2014,14:00,Midtjylland,Esbjerg,2,0,H,2.41,3.55,3.04,2.41,3.55,3.35,2.26,3.36,3.06
